Repository,Stars,Forks,Open Issues,Total Issues,Last Updated,Primary Language,Contributors
santhoshkumar0918/zk_sign_verification,0,0,1,1,2025-06-19,Solidity,1
eliashezron/noirProjects,0,0,0,0,2024-02-26,Solidity,1
cypriansakwa/noir_basics_example,0,0,0,0,2025-06-24,Solidity,1
germankuber/ZK-Hangman,0,0,0,0,2025-05-15,Noir,1
Shourya4641/zk-signature-verification,0,0,0,0,2025-06-18,Shell,1
gilbertsahumada/aztec-token-esp,0,0,0,0,2024-05-06,Roff,1
cypriansakwa/noir_pedersen_bits16,0,0,0,0,2025-07-06,Solidity,1
balabanom/NoirHack25,0,0,0,0,2025-05-09,Solidity,2
YellowPhil/aztec-shenanigans,0,0,0,0,2025-05-22,Noir,1
signorecello/noir-breaking-verify-signature,0,1,0,0,2023-10-22,Solidity,1
SolidityDrone/Gazometer,0,0,0,0,2025-06-17,Solidity,1
jimjimvalkema/zkkit-hashfunc-bench-marks,0,0,0,0,2025-07-07,Solidity,1
zkpersona/noir-helpers,0,0,0,4,2025-04-20,TypeScript,2
Turupawn/zkTicketing,0,0,0,0,2025-04-14,Solidity,1
hooperben/honk-sol,0,0,0,0,2025-06-30,Noir,1
sum1t-here/cyfrin_noir,0,0,0,0,2025-06-24,Shell,1
am-hernandez/match_pairs,0,0,0,0,2025-06-29,Noir,1
batmendbar/ProveKitLocal,0,0,2,2,2025-05-30,Rust,15
reanblock/noir-zk-proof-verify,0,0,0,0,2025-05-14,Noir,1
catmcgee/quantum-ethwarsaw,0,0,0,0,2024-09-08,Solidity,1
0xabh/OneKYC,0,0,5,8,2023-12-10,Solidity,1
RajeshRk18/noir_crypto,0,0,0,0,2024-01-31,Rust,1
LuchoLeonel/ecrecover-noir,0,0,0,0,2025-06-17,Noir,7
michaeljklein/zk-pong,0,0,1,1,2024-02-15,Solidity,1
RasmaPlasma/zk-noir-mixer,0,0,0,0,2025-06-28,TypeScript,1
H-Blues/zkpa,0,0,0,0,2025-01-07,JavaScript,1
guelowrd/noir-zkregex-basic-example,0,0,0,0,2023-09-11,Roff,1
dntjd1097/ZKET_NOIR,0,0,0,0,2025-06-30,Noir,1
RajeshRk18/noir-bls12_381_fe,0,0,0,0,2024-01-10,Roff,2
fabian416/aztec-counter,0,0,0,0,2025-06-05,Noir,1
nerses-asaturyan/noir-crowdfunding-test,0,1,0,1,2025-05-13,TypeScript,2
killroy192/noir-sandbx,0,0,0,0,2025-07-01,TypeScript,1
RegisGraptin/zk-flight-insurance,0,0,0,0,2025-05-08,Cairo,1
Maadhav/aztec-bridge,0,0,0,0,2024-01-14,Roff,1
GROOOOAAAARK/zks,0,0,6,7,2025-05-26,TypeScript,1
holyaustin/ZK-Whistle,0,0,0,0,2024-02-18,Solidity,1
qpzm/noir-tutorial,0,0,0,0,2024-10-25,Noir,1
eugenioclrc/obscura-protocol,0,1,1,1,2025-03-23,Solidity,2
eugypalu/ng-questplay,0,0,0,0,2024-05-01,JavaScript,1
Maddiaa0/indexed-tree-nr,0,0,0,0,2023-06-09,Roff,1
zachalam/CreditVerifier,0,0,0,5,2024-02-12,TypeScript,2
FilipHarald/aztec-token-bridge-tutorial,0,0,0,0,2024-08-27,Solidity,1
wjj017/noir_set_intersection_cardinality,0,0,0,0,2025-05-10,Noir,1
AdCazzum/fischietto,0,0,0,0,2024-10-05,TypeScript,3
gabrielantonyxaviour/zkricket,0,1,0,0,2024-04-30,TypeScript,3
MihRazvan/SHIELDSPACE-ETHRome,0,2,0,4,2024-10-10,TypeScript,3
tuhoag/noir-typescript,0,0,0,0,2024-02-22,TypeScript,1
casiojapi/noir-telegram-bot,0,0,0,0,2024-12-09,JavaScript,1
